ID,Title,Session Code,Domain,Author,Key Points Count,Technical Details Count,First Key Point Preview,First Technical Detail Preview
213,AWS re:Inforce 2024 - Cloud compliance journey: Compliance and audits (GRC201),GRC201,ThreatDetection, AWS Events,7,8,**Strategic Theme Title**: The session emphasizes the importance of cloud security governance as a f...,**AWS Service Integration**: Utilize AWS Config and AWS CloudTrail for tracking resource configurati...
177,AWS re:Inforce 2024 - Confidence in cloud security: One step ahead of cyber threats (TDR222-S),,ThreatDetection, AWS Events,5,5,**Containment as the New Paradigm**: The talk positions containment as a necessary evolution beyond ...,**Data Ingestion**: Illumio CloudSecure collects two main sources of data from AWS:
220,AWS re:Inforce 2024 - Cyber threat intelligence sharing on AWS (TDR305),TDR305,ThreatDetection, AWS Events,6,8,"**Security is a Team Sport**: The core message is that organizations must work together in ""trust co...","**Threat Intelligence Platform (TIP)**: The session recommends deploying a TIP, with **OpenCTI** cit..."
194,AWS re:Inforce 2024 - CyberSphere by Deloitte: A simplified platform integrated with AWS (SEC421-S),,ThreatDetection, AWS Events,6,10,**Addressing CISO Complexity**: CyberSphere is designed to simplify the complex landscape of securit...,"**Core Architecture**: The platform is built around a centralized, multi-tenant data repository on A..."
167,AWS re:Inforce 2024 - Detecting and responding to threats in generative AI workloads (TDR302),TDR302,ThreatDetection, AWS Events,7,9,**Focus on Securing AI Applications**: The session is about incident response for applications that ...,**Control Plane Monitoring**: Use AWS CloudTrail to detect unauthorized changes. Key events to monit...
200,AWS re:Inforce 2024 - Developer's security survival guide (COM321),COM321,ThreatDetection, AWS Events,7,7,**The Union of Dev and Sec**: Security is no longer a separate function but a core competency for de...,**Incident Response Checklist**:
212,AWS re:Inforce 2024 - Driving cost-effective solutions to reduce carbon footprints (CFS221),CFS221,ThreatDetection, AWS Events,6,8,"**Shared Responsibility for Sustainability**: AWS manages the sustainability *of* the cloud, while c...","**AWS Carbon Footprint Tool**: Provides Scope 1 and Scope 2 emissions data, but with a three-month d..."
190,AWS re:Inforce 2024 - Emotionally intelligent security leadership to accelerate innovation (ABW121),ABW121,ThreatDetection, AWS Events,8,6,"**Emotions are Data**: Contrary to the idea that decisions should be purely objective, emotions are ...","**EPIC Leadership Program**: Amazon's internal training program to develop leaders in **E**mpathy, *..."
219,AWS re:Inforce 2024 - Empowering small teams with Amazon ECS Fargate and Datadog (TDR306-S),,ThreatDetection, AWS Events,9,12,"**The Small Team Challenge**: KirkpatrickPrice needed a solution to manage a rapidly growing, multi-...",**KirkpatrickPrice's Stack**:
201,AWS re:Inforce 2024 - Evolving from patch management to risk mitigation (TDR229-S),,ThreatDetection, AWS Events,6,3,**Patching Can't Keep Up**: The sheer volume of vulnerabilities and the speed at which attackers exp...,"**Zafran's Prioritization Funnel**: The platform uses a specific, ordered process to determine appli..."
181,"AWS re:Inforce 2024 - Explore cloud workload protection with GuardDuty, feat. Booking.com (TDR304)",TDR304,ThreatDetection, AWS Events,5,19,**GuardDuty as a Foundational Service**: Positioned as a broad threat detection service that analyze...,"**Data Sources**: GuardDuty has expanded from its original three data sources (VPC Flow Logs, DNS Lo..."
206,"AWS re:Inforce 2024 - Find an AWS Partner, faster: Credentials, resources, and success (PTN221)",PTN221,ThreatDetection, AWS Events,16,7,"**The Challenge**: AWS has a vast partner network, making it difficult for customers to find the rig...",**Security Competency Categories**: The Security Competency is broken down into specific categories ...
166,AWS re:Inforce 2024 - Fully managed malware and antivirus protection for Amazon S3 (TDR204-NEW),,ThreatDetection, AWS Events,9,8,**The Problem**: Applications that allow users (both internal and external) to upload files to S3 cr...,"**Activation**: Enabled via the GuardDuty console, API, or CloudFormation. Can be configured for ent..."
210,AWS re:Inforce 2024 - How AWS Partners use observability to strengthen customer security (CFS227),CFS227,ThreatDetection, AWS Events,5,13,**Observability Strategy**: The core strategy for security observability is a three-step process:,**Native AWS Observability Services**:
185,AWS re:Inforce 2024 - How NatWest uses AWS services to manage vulnerabilities at scale (TDR201),TDR201,ThreatDetection, AWS Events,5,8,**Evolution of Tooling**: NatWest's journey reflects a common pattern:,**Core AWS Services Used**:
189,AWS re:Inforce 2024 - How organizations are actually applying AWS security best practices (COM224),COM224,ThreatDetection, AWS Events,5,11,**Adoption Varies by Difficulty**: The survey clearly shows that easy-to-implement best practices an...,**Key Services and Adoption Rates (in Japan)**:
197,AWS re:Inforce 2024 - Improving your Amazon S3 security with cost-effective practices (COM322),COM322,ThreatDetection, AWS Events,5,7,"**Don't Advertise Your Data**: Avoid giving S3 buckets obvious names (e.g., ""bjt-terraform-state"", ""...",**S3 Storage Classes vs. Intelligent-Tiering Tiers**: It is critical to understand the difference. T...
193,AWS re:Inforce 2024 - Innovations in AWS detection and response services (TDR303),TDR303,ThreatDetection, AWS Events,6,11,"**Centralized Management at Scale**: AWS has enhanced its security services, particularly AWS Securi...",**GuardDuty Runtime Agent**:
191,AWS re:Inforce 2024 - Learn about the AWS Cyber Insurance Competency (CFS121),CFS121,ThreatDetection, AWS Events,5,4,"**The ""Paperwork Sucks"" Problem**: The traditional cyber insurance process relies on static, manual,...",**AWS Security Hub**: This is the core AWS service enabling the program. Customers must enable Secur...
172,AWS re:Inforce 2024 - Managing your cloud security universe as one (GRC224-S),,ThreatDetection, AWS Events,6,11,"**Individual Risks are Deceiving**: A single critical vulnerability, an overprivileged IAM role, or ...",**Key Statistics from Tenable Research**:
186,AWS re:Inforce 2024 - Manual versus automated penetration testing on AWS (COM225),COM225,ThreatDetection, AWS Events,5,10,"**It's a False Dichotomy**: The debate shouldn't be ""manual vs. automated"" but rather how to intelli...",**Common Automated Tools**: The talk mentions using tools like **Burp Suite** as a starting point fo...
170,AWS re:Inforce 2024 - Merging cloud security with on-premises: How to centralize your SOC (TDR223-S),,ThreatDetection, AWS Events,6,10,**The Hybrid Challenge**: Security teams are stretched thin as their IT landscape expands from tradi...,**The Problem with Disparate Tools**: The talk highlights the inefficiency of using one set of tools...
179,"AWS re:Inforce 2024 - Outpacing threats w/ CrowdStrike, Anthropic Claude & Amazon Bedrock (TDR202-S)",,ThreatDetection, AWS Events,5,15,**Adversaries are Getting Faster and Smarter**: Attackers are no longer just dropping malware; they ...,**Adversary Trends**:
192,AWS re:Inforce 2024 - Patterns to securely manage your AWS services with Meta (GRC321),GRC321,ThreatDetection, AWS Events,5,13,"**OU Structure for Policy Enforcement**: Meta uses a well-defined OU structure (`Staging`, `Main`, `...",**AWS Organizations & SCPs**: This is the foundational technology for Meta's governance strategy. SC...
187,AWS re:Inforce 2024 - Preserving privacy on data collaboration with AWS Clean Rooms (COM221),COM221,ThreatDetection, AWS Events,5,9,"**The Collaboration Dilemma**: Businesses need to collaborate on data to gain insights, but sharing ...",**Core Architecture**:
199,AWS re:Inforce 2024 - Provably secure authorization (SEC201-INT),,ThreatDetection, AWS Events,10,8,**Provable Security**: The application of automated reasoning and formal methods to mathematically p...,**Formal Verification Process**:
174,AWS re:Inforce 2024 - Secure and scale your cloud foundations using AWS Built-in (CFS226),CFS226,ThreatDetection, AWS Events,6,3,**The Problem**: Integrating third-party security tools with AWS often requires complex manual confi...,"**Modular Code**: AWS provides partners with modular code for enabling common AWS services (e.g., Cl..."
198,AWS re:Inforce 2024 - Secure your container environment with CrowdStrike Falcon security (TDR203-S),,ThreatDetection, AWS Events,5,12,"**Adversary Speed is Increasing**: The average adversary breakout time has dropped to 62 minutes, wi...",**Falcon Image Assessment**: CrowdStrike offers several tools for this:
178,AWS re:Inforce 2024 - Securing your AWS environment with automated DSPM (TDR323-S),,ThreatDetection, AWS Events,5,6,**Data is the Target**: Security should be data-centric. Despite investments in endpoint and perimet...,**DSPM Core Functions**: An effective DSPM solution must automate four key areas:
195,AWS re:Inforce 2024 - Streamlining security auditing with generative AI (TDR326),TDR326,ThreatDetection, AWS Events,5,17,"**The Problem with Manual Runbooks**: Manual security runbooks are often time-consuming to create, b...","**Trigger**: **AWS Security Hub** generates a finding (e.g., `EBS default encryption should be enabl..."
188,AWS re:Inforce 2024 - The building blocks of a culture of security (SEC202-INT),,ThreatDetection, AWS Events,7,5,"**Culture of Security vs. Security Culture**: The discussion focuses on a **culture of security**, w...",**Security Guardians/Champions Program**: A program where engineers from development teams are train...
